timestamp_ns,trajectory_id,point_index,q1,q2,q3,time_ms,vacuum,servo_angle
1780424704737233166,20,0,-15.145632,-15.145632,-15.145632,0,0,0
1780424704737233166,20,1,1.6615431,32.252808,32.252808,590,0,0
1780424704737233166,20,2,12.662088,41.20422,41.20422,874,0,0
1780424704737233166,20,3,23.362526,50.59939,50.59939,1155,0,0
1780424706262813933,21,0,23.362526,50.59939,50.59939,0,1,0
1780424706262813933,21,1,1.6615431,32.252808,32.252808,399,1,0
1780424706262813933,21,2,-10.215846,23.344975,23.344975,694,1,0
1780424706262813933,21,3,1.6615431,32.252808,32.252808,990,1,0
1780424707326924396,22,0,1.6615431,32.252808,32.252808,0,1,0
1780424707326924396,22,1,41.25125,12.288576,12.288576,539,1,0
1780424707326924396,22,2,49.630787,22.576803,22.576803,814,1,0
1780424707326924396,22,3,58.66608,32.82029,32.82029,1088,1,0
1780424708492362629,23,0,58.66608,32.82029,32.82029,0,0,0
1780424708492362629,23,1,41.25125,12.288576,12.288576,388,0,0
1780424708492362629,23,2,39.211414,9.653134,9.653134,527,0,0
1780424708492362629,23,3,47.49192,20.02746,20.02746,803,0,0
1780424709341763663,24,0,47.49192,20.02746,20.02746,0,0,0
1780424709341763663,24,1,18.976185,18.976185,18.976185,457,0,0
1780424709341763663,24,2,-33.021183,-33.021183,-33.021183,1077,0,0
1780424709341763663,24,3,-15.145632,-15.145632,-15.145632,1439,0,0
