timestamp_ns,trajectory_id,point_index,q1,q2,q3,time_ms,vacuum,servo_angle
1780424790646735849,30,0,-15.145632,-15.145632,-15.145632,0,0,0
1780424790646735849,30,1,25.354446,1.2033372,46.557594,681,0,0
1780424790646735849,30,2,34.898537,12.269065,54.822044,966,0,0
1780424790646735849,30,3,44.771317,23.075874,63.940918,1248,0,0
1780424792239506065,31,0,44.771317,23.075874,63.940918,0,1,0
1780424792239506065,31,1,25.354446,1.2033372,46.557594,400,1,0
1780424792239506065,31,2,15.6938095,-10.687536,38.724537,696,1,0
1780424792239506065,31,3,25.354446,1.2033372,46.557594,992,1,0
1780424793304303583,32,0,25.354446,1.2033372,46.557594,0,1,0
1780424793304303583,32,1,25.354446,46.557594,1.2033372,577,1,0
1780424793304303583,32,2,34.898537,54.822044,12.269065,862,1,0
1780424793304303583,32,3,44.771317,63.940918,23.075874,1144,1,0
1780424794523690625,33,0,44.771317,63.940918,23.075874,0,0,0
1780424794523690625,33,1,25.354446,46.557594,1.2033372,400,0,0
1780424794523690625,33,2,22.966896,44.57146,-1.6661824,546,0,0
1780424794523690625,33,3,32.500195,52.696114,9.546912,833,0,0
1780424795404714308,34,0,32.500195,52.696114,9.546912,0,0,0
1780424795404714308,34,1,18.976185,18.976185,18.976185,497,0,0
1780424795404714308,34,2,-33.021183,-33.021183,-33.021183,1117,0,0
1780424795404714308,34,3,-15.145632,-15.145632,-15.145632,1479,0,0
