event,time_sec,x_joint_mm,y_joint_mm,z_joint_mm,x_encoder_mm,y_encoder_mm,z_encoder_mm,x_error_mm,y_error_mm,z_error_mm,euclidean_error_mm,q1_mae_deg,q2_mae_deg,q3_mae_deg,q1_rmse_deg,q2_rmse_deg,q3_rmse_deg,x_mae_mm,y_mae_mm,z_mae_mm,x_rmse_mm,y_rmse_mm,z_rmse_mm,euclidean_mae_mm,euclidean_rmse_mm
PICK,1.557234445,-59.999998124686485,39.99999841466474,-319.99999897325864,-55.806727205063204,41.09127518112246,-318.1182308018606,4.193270919623281,1.0912767664577245,1.8817681713980505,4.723923944905915,0.6585224660606052,0.7089130098484842,0.27265635262626203,0.9030775191392107,0.9892058576818307,0.38874611541366405,3.051310895101885,0.7397024725061101,1.8766658775704173,3.2580010552749017,0.8190019731351255,1.8766728136357302,3.712796388468355,3.8480171462210313
PLACE,3.796586006,60.00000271856706,-40.00000249321711,-320.000000994218,61.90935358914755,-40.388130671771606,-318.1284374104752,1.9093508705804894,-0.38812817855449566,1.871563583742784,2.701668832030794,0.6585224660606052,0.7089130098484842,0.27265635262626203,0.9030775191392107,0.9892058576818307,0.38874611541366405,3.051310895101885,0.7397024725061101,1.8766658775704173,3.2580010552749017,0.8190019731351255,1.8766728136357302,3.712796388468355,3.8480171462210313
