timestamp_ns,trajectory_id,point_index,q1,q2,q3,time_ms,vacuum,servo_angle
1780424856725938439,40,0,-15.145632,-15.145632,-15.145632,0,0,0
1780424856725938439,40,1,36.894344,34.43161,-0.98392236,619,0,0
1780424856725938439,40,2,45.647972,43.338177,10.203659,906,0,0
1780424856725938439,40,3,54.99126,52.774387,21.05978,1189,0,0
1780424858283172884,41,0,54.99126,52.774387,21.05978,0,1,0
1780424858283172884,41,1,36.894344,34.43161,-0.98392236,402,1,0
1780424858283172884,41,2,28.323643,25.643934,-13.090336,700,1,0
1780424858283172884,41,3,36.894344,34.43161,-0.98392236,998,1,0
1780424859332549436,42,0,36.894344,34.43161,-0.98392236,0,1,0
1780424859332549436,42,1,10.400944,13.223729,46.14683,588,1,0
1780424859332549436,42,2,20.861008,23.499609,54.344612,865,1,0
1780424859332549436,42,3,31.257753,33.78094,63.352074,1142,1,0
1780424860522524445,43,0,31.257753,33.78094,63.352074,0,0,0
1780424860522524445,43,1,10.400944,13.223729,46.14683,391,0,0
1780424860522524445,43,2,7.718232,10.599233,44.173042,531,0,0
1780424860522524445,43,3,18.270891,20.94882,52.238438,810,0,0
1780424861380634683,44,0,18.270891,20.94882,52.238438,0,0,0
1780424861380634683,44,1,18.976185,18.976185,18.976185,494,0,0
1780424861380634683,44,2,-33.021183,-33.021183,-33.021183,1114,0,0
1780424861380634683,44,3,-15.145632,-15.145632,-15.145632,1476,0,0
