timestamp_ns,trajectory_id,point_index,q1,q2,q3,time_ms,vacuum,servo_angle
1780424646264315750,10,0,-15.145632,-15.145632,-15.145632,0,0,0
1780424646264315750,10,1,16.16445,42.195427,8.48837,653,0,0
1780424646264315750,10,2,26.204384,50.543877,19.043188,932,0,0
1780424646264315750,10,3,36.30135,59.579323,29.467651,1209,0,0
1780424647825927743,11,0,36.30135,59.579323,29.467651,0,1,0
1780424647825927743,11,1,16.16445,42.195427,8.48837,392,1,0
1780424647825927743,11,2,5.7064896,34.147552,-2.7214553,679,1,0
1780424647825927743,11,3,16.16445,42.195427,8.48837,966,1,0
1780424648863698379,12,0,16.16445,42.195427,8.48837,0,1,0
1780424648863698379,12,1,29.48623,1.368806,36.31847,547,1,0
1780424648863698379,12,2,38.640106,12.39372,45.03273,832,1,0
1780424648863698379,12,3,48.17848,23.118952,54.296192,1113,1,0
1780424650021623061,13,0,48.17848,23.118952,54.296192,0,0,0
1780424650021623061,13,1,29.48623,1.368806,36.31847,399,0,0
1780424650021623061,13,2,27.208479,-1.4975948,34.17749,544,0,0
1780424650021623061,13,3,36.332996,9.685638,42.82016,831,0,0
1780424650929204311,14,0,36.332996,9.685638,42.82016,0,0,0
1780424650929204311,14,1,18.976185,18.976185,18.976185,418,0,0
1780424650929204311,14,2,-33.021183,-33.021183,-33.021183,1038,0,0
1780424650929204311,14,3,-15.145632,-15.145632,-15.145632,1400,0,0
