event,time_sec,x_joint_mm,y_joint_mm,z_joint_mm,x_encoder_mm,y_encoder_mm,z_encoder_mm,x_error_mm,y_error_mm,z_error_mm,euclidean_error_mm,q1_mae_deg,q2_mae_deg,q3_mae_deg,q1_rmse_deg,q2_rmse_deg,q3_rmse_deg,x_mae_mm,y_mae_mm,z_mae_mm,x_rmse_mm,y_rmse_mm,z_rmse_mm,euclidean_mae_mm,euclidean_rmse_mm
PICK,1.561611993,-59.99999575365582,-19.99999640849039,-320.0000011809656,-55.16005825075538,-19.022705570270492,-318.66650430529563,4.83993750290044,0.977290838219897,1.3334968756699936,5.114519169176349,0.43876364477848007,0.49817322104430245,0.19271453927215146,0.7459146043489406,0.8669841992169934,0.33964901556294336,2.8144875752935334,0.9173847412631932,1.385963803986158,3.4675333770166508,0.9193386231172506,1.3869565402443995,3.4828584456695197,3.846117479901821
PLACE,3.757307311,59.99999749035118,20.000008361179265,-320.0000001511389,60.789035138037804,19.142529716872776,-318.5615694188366,0.7890376476866265,-0.8574786443064895,1.4384307323023222,1.8511977221626907,0.43876364477848007,0.49817322104430245,0.19271453927215146,0.7459146043489406,0.8669841992169934,0.33964901556294336,2.8144875752935334,0.9173847412631932,1.385963803986158,3.4675333770166508,0.9193386231172506,1.3869565402443995,3.4828584456695197,3.846117479901821
