timestamp_ns,trajectory_id,point_index,q1,q2,q3,time_ms,vacuum,servo_angle
1780424978599801762,60,0,-15.145632,-15.145632,-15.145632,0,0,0
1780424978599801762,60,1,32.261375,-1.968094,44.131596,666,0,0
1780424978599801762,60,2,41.398407,9.291577,52.564663,953,0,0
1780424978599801762,60,3,51.046593,20.228645,61.805206,1237,0,0
1780424980188541568,61,0,51.046593,20.228645,61.805206,0,1,0
1780424980188541568,61,1,32.261375,-1.968094,44.131596,403,1,0
1780424980188541568,61,2,23.203724,-14.133863,36.079,702,1,0
1780424980188541568,61,3,32.261375,-1.968094,44.131596,1001,1,0
1780424981239771263,62,0,32.261375,-1.968094,44.131596,0,1,0
1780424981239771263,62,1,18.993805,49.66691,5.1876593,617,1,0
1780424981239771263,62,2,28.957624,57.78852,16.015924,899,1,0
1780424981239771263,62,3,39.098236,66.85165,26.685015,1179,1,0
1780424982468763138,63,0,39.098236,66.85165,26.685015,0,0,0
1780424982468763138,63,1,18.993805,49.66691,5.1876593,397,0,0
1780424982468763138,63,2,16.475561,47.7281,2.3951843,540,0,0
1780424982468763138,63,3,26.468834,55.69112,13.343403,824,0,0
1780424983336416664,64,0,26.468834,55.69112,13.343403,0,0,0
1780424983336416664,64,1,18.976185,18.976185,18.976185,519,0,0
1780424983336416664,64,2,-33.021183,-33.021183,-33.021183,1139,0,0
1780424983336416664,64,3,-15.145632,-15.145632,-15.145632,1501,0,0
