event,time_sec,x_joint_mm,y_joint_mm,z_joint_mm,x_encoder_mm,y_encoder_mm,z_encoder_mm,x_error_mm,y_error_mm,z_error_mm,euclidean_error_mm,q1_mae_deg,q2_mae_deg,q3_mae_deg,q1_rmse_deg,q2_rmse_deg,q3_rmse_deg,x_mae_mm,y_mae_mm,z_mae_mm,x_rmse_mm,y_rmse_mm,z_rmse_mm,euclidean_mae_mm,euclidean_rmse_mm
PICK,1.588739806,79.9999991400881,20.000007165296548,-319.99999985881703,80.47830441180125,18.69178506575375,-318.98357025833747,0.47830527171315396,-1.3082220995427996,1.0164296004795688,1.7243404905678636,0.6989992145408157,0.7582267585714281,0.27163595714285693,0.9395340939690519,1.175314994310823,0.3886325503878231,3.1088114297888865,1.1260942921134216,0.9832096576807032,4.072379053288184,1.1407273525998491,0.9837707027331956,3.8089192826537657,4.342042703864852
PLACE,3.868961376,-80.00000113326843,-20.000004692936383,-319.999999089054,-74.26068354540381,-19.05603820825234,-319.05000937417213,5.739317587864619,0.9439664846840436,0.9499897148818377,5.893498074739668,0.6989992145408157,0.7582267585714281,0.27163595714285693,0.9395340939690519,1.175314994310823,0.3886325503878231,3.1088114297888865,1.1260942921134216,0.9832096576807032,4.072379053288184,1.1407273525998491,0.9837707027331956,3.8089192826537657,4.342042703864852
