timestamp_ns,state,error_code,q1,q2,q3,encoder1,encoder2,encoder3,motors_enabled,vacuum_on,trajectory_id,trajectory_progress
1780425036879579087,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,69,1.0
1780425036979048757,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,69,1.0
1780425037080143282,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,69,1.0
1780425037179687051,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,69,1.0
1780425037280160638,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,69,1.0
1780425037379859969,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,69,1.0
1780425037481456506,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,69,1.0
1780425037580418194,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,69,1.0
1780425037681097801,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,69,1.0
1780425037781319346,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,69,1.0
1780425037880857257,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,69,1.0
1780425037981558493,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,69,1.0
1780425038081190868,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,69,1.0
1780425038181246227,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,69,1.0
1780425038281186582,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,69,1.0
1780425038381452561,2,0,-11.812499,-9.0,-9.0,3907.0,2815.0,3457.0,True,False,70,0.33000001311302185
1780425038482078887,2,0,-7.8749995,-1.4625,-1.4625,3947.0,2900.0,3542.0,True,False,70,0.33000001311302185
1780425038582796761,2,0,-3.9374998,6.1874995,6.1874995,3990.0,2987.0,3628.0,True,False,70,0.33000001311302185
1780425038682743734,2,0,0.0,13.8375,13.8375,4033.0,3072.0,3714.0,True,False,70,0.33000001311302185
1780425038783122069,2,0,3.9374998,21.374998,21.374998,4077.0,3155.0,3799.0,True,False,70,0.33000001311302185
1780425038884183729,2,0,7.5374994,27.787498,27.787498,20.0,3227.0,3874.0,True,False,70,0.6600000262260437
1780425038984712742,2,0,11.362499,31.162498,31.162498,63.0,3260.0,3911.0,True,False,70,0.6600000262260437
1780425039085940582,2,0,15.187499,34.425,34.425,105.0,3294.0,3948.0,True,False,70,0.6600000262260437
1780425039186195604,2,0,18.5625,37.462498,37.462498,143.0,3328.0,3983.0,True,False,70,1.0
1780425039286149178,2,0,22.387499,40.949997,40.949997,186.0,3366.0,4022.0,True,False,70,1.0
1780425039386576135,2,0,26.099998,44.324997,44.324997,231.0,3405.0,4061.0,True,False,70,1.0
1780425039486987220,0,0,27.787498,45.7875,45.7875,254.0,3426.0,4083.0,True,False,70,1.0
1780425039587532441,0,0,27.787498,45.7875,45.7875,254.0,3425.0,4083.0,True,False,70,1.0
1780425039687930929,0,0,27.787498,45.7875,45.7875,255.0,3425.0,4083.0,True,False,70,1.0
1780425039787812176,2,0,26.662498,44.774998,44.774998,251.0,3422.0,4080.0,True,False,71,0.33000001311302185
1780425039887479620,2,0,21.374998,40.05,40.05,190.0,3369.0,4026.0,True,False,71,0.33000001311302185
1780425039987012194,2,0,15.974999,35.212498,35.212498,129.0,3316.0,3969.0,True,False,71,0.33000001311302185
1780425040087580114,2,0,10.575,30.4875,30.4875,66.0,3264.0,3915.0,True,False,71,0.33000001311302185
1780425040188138776,2,0,5.7374997,26.324999,26.437498,10.0,3216.0,3866.0,True,False,71,0.6600000262260437
1780425040288882947,2,0,1.8,23.062498,23.175,4064.0,3181.0,3828.0,True,False,71,0.6600000262260437
1780425040388717707,2,0,-2.1374998,19.8,19.912498,4021.0,3148.0,3793.0,True,False,71,0.6600000262260437
1780425040490217424,2,0,-3.6,18.675,18.675,3993.0,3124.0,3767.0,True,False,71,1.0
1780425040589953613,2,0,0.33749998,21.937498,21.937498,4037.0,3160.0,3804.0,True,False,71,1.0
1780425040690182433,2,0,4.2749996,25.0875,25.0875,4083.0,3196.0,3843.0,True,False,71,1.0
1780425040790059500,2,0,6.975,26.887499,26.887499,18.0,3223.0,3871.0,True,False,72,0.33000001311302185
1780425040893072448,2,0,13.049999,23.849998,23.849998,83.0,3191.0,3837.0,True,False,72,0.33000001311302185
1780425040991747153,2,0,19.125,20.812498,20.812498,149.0,3156.0,3801.0,True,False,72,0.33000001311302185
1780425041092572168,2,0,25.0875,17.775,17.775,217.0,3122.0,3766.0,True,False,72,0.33000001311302185
1780425041192183350,2,0,31.162498,14.737499,14.737499,286.0,3089.0,3733.0,True,False,72,0.33000001311302185
1780425041292722187,2,0,35.324997,15.862499,15.862499,336.0,3095.0,3739.0,True,False,72,0.6600000262260437
1780425041393320623,2,0,38.475,19.574999,19.574999,374.0,3137.0,3783.0,True,False,72,0.6600000262260437
1780425041493914375,2,0,41.7375,23.287498,23.287498,411.0,3177.0,3826.0,True,False,72,0.6600000262260437
1780425041595225245,2,0,44.887497,26.775,26.775,447.0,3214.0,3864.0,True,False,72,1.0
1780425041694530298,2,0,48.262497,30.4875,30.4875,487.0,3255.0,3906.0,True,False,72,1.0
1780425041794905097,2,0,51.4125,33.975,33.975,526.0,3295.0,3949.0,True,False,72,1.0
1780425041894838041,2,0,47.925,30.149998,30.149998,492.0,3260.0,3910.0,True,False,73,0.33000001311302185
1780425041995540520,2,0,43.312496,24.8625,24.8625,438.0,3203.0,3850.0,True,False,73,0.33000001311302185
1780425042096150679,2,0,38.587498,19.6875,19.6875,384.0,3146.0,3792.0,True,False,73,0.33000001311302185
1780425042196850172,2,0,33.975,14.4,14.4,331.0,3088.0,3732.0,True,False,73,0.33000001311302185
1780425042296466699,2,0,32.0625,12.15,12.15,309.0,3062.0,3706.0,True,False,73,0.6600000262260437
1780425042397366869,2,0,32.399998,12.374999,12.374999,300.0,3054.0,3699.0,True,False,73,1.0
1780425042498264294,2,0,35.55,16.0875,16.0875,338.0,3096.0,3741.0,True,False,73,1.0
1780425042599331255,2,0,38.8125,19.912498,19.912498,376.0,3139.0,3784.0,True,False,73,1.0
1780425042697941506,2,0,38.475,21.15,21.15,385.0,3158.0,3804.0,True,False,74,0.33000001311302185
1780425042798316373,2,0,33.074997,20.474998,20.474998,322.0,3153.0,3797.0,True,False,74,0.33000001311302185
1780425042899707197,2,0,27.675,19.912498,19.912498,259.0,3145.0,3790.0,True,False,74,0.33000001311302185
1780425043000558525,2,0,22.387499,19.349998,19.349998,197.0,3137.0,3783.0,True,False,74,0.33000001311302185
1780425043101027084,2,0,16.762499,16.762499,16.762499,138.0,3118.0,3763.0,True,False,74,0.6600000262260437
1780425043200563914,2,0,8.325,8.325,8.325,41.0,3023.0,3665.0,True,False,74,0.6600000262260437
1780425043301670660,2,0,-0.1125,-0.1125,-0.1125,4043.0,2925.0,3567.0,True,False,74,0.6600000262260437
1780425043401681331,2,0,-8.549999,-8.4375,-8.4375,3951.0,2832.0,3472.0,True,False,74,0.6600000262260437
1780425043501600028,2,0,-16.875,-16.875,-16.875,3863.0,2735.0,3379.0,True,False,74,0.6600000262260437
1780425043602942556,2,0,-25.312498,-25.312498,-25.312498,3775.0,2637.0,3285.0,True,False,74,0.6600000262260437
1780425043703464206,2,0,-33.074997,-33.074997,-33.074997,3686.0,2540.0,3190.0,True,False,74,0.6600000262260437
1780425043804033929,2,0,-28.012499,-28.012499,-28.012499,3734.0,2594.0,3242.0,True,False,74,1.0
