event,time_sec,x_joint_mm,y_joint_mm,z_joint_mm,x_encoder_mm,y_encoder_mm,z_encoder_mm,x_error_mm,y_error_mm,z_error_mm,euclidean_error_mm,q1_mae_deg,q2_mae_deg,q3_mae_deg,q1_rmse_deg,q2_rmse_deg,q3_rmse_deg,x_mae_mm,y_mae_mm,z_mae_mm,x_rmse_mm,y_rmse_mm,z_rmse_mm,euclidean_mae_mm,euclidean_rmse_mm
PICK,1.469454161,0.0,-40.000001797735685,-320.00000068752524,3.0131713763765937,-40.06231307698133,-317.15780976395246,3.0131713763765937,-0.062311279245648166,2.8421909235727867,4.142599870247666,0.6726427671022723,0.6322531448863628,0.29375444460227235,0.9211621143268427,0.8582251269378155,0.41826069679514566,2.582413891006576,0.1491085037624913,2.2919160485210455,2.618093488717702,0.17253145822752486,2.3570493443247074,3.460417530728627,3.5270188872935844
PLACE,3.524541047,0.0,40.00000766638812,-319.99999811104516,2.1516564056365586,39.76410193810879,-318.25835693757585,2.1516564056365586,-0.23590572827933443,1.7416411734693042,2.7782351912095877,0.6726427671022723,0.6322531448863628,0.29375444460227235,0.9211621143268427,0.8582251269378155,0.41826069679514566,2.582413891006576,0.1491085037624913,2.2919160485210455,2.618093488717702,0.17253145822752486,2.3570493443247074,3.460417530728627,3.5270188872935844
