timestamp_ns,state,error_code,q1,q2,q3,encoder1,encoder2,encoder3,motors_enabled,vacuum_on,trajectory_id,trajectory_progress
1780424752208612296,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424752308943449,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424752409148825,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424752509643328,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424752609666074,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424752710285590,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424752809256286,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424752909501687,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424753010325539,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424753111140544,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424753211381139,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424753310055676,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424753410635919,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424753511031295,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424753614239666,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424753711493232,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424753811478080,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424753911880340,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424754011130097,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424754112022320,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424754213204679,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424754312178132,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424754413154479,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424754512582768,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424754612618331,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424754713376307,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424754813132083,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424754913248491,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424755013026728,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424755112985679,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424755214047496,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424755313088454,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424755565966281,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424755568119632,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424755614032960,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424755714331291,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,24,1.0
1780424755814114327,2,0,-12.487499,-13.049999,-10.575,3898.0,2769.0,3438.0,True,False,25,0.33000001311302185
1780424755914444514,2,0,-7.6499996,-9.45,-1.8,3951.0,2812.0,3540.0,True,False,25,0.33000001311302185
1780424756015498614,2,0,-2.8124998,-5.85,7.0874996,4002.0,2851.0,3635.0,True,False,25,0.33000001311302185
1780424756115779009,2,0,1.9124999,-2.25,15.862499,4053.0,2893.0,3736.0,True,False,25,0.33000001311302185
1780424756215508436,2,0,6.7499995,1.4625,24.637499,13.0,2935.0,3836.0,True,False,25,0.33000001311302185
1780424756316452676,2,0,11.5875,5.0624995,33.4125,66.0,2975.0,3936.0,True,False,25,0.33000001311302185
1780424756416354421,2,0,16.199999,8.4375,42.187496,119.0,3016.0,4036.0,True,False,25,0.33000001311302185
1780424756517529930,2,0,19.574999,11.924999,44.999996,158.0,3056.0,4071.0,True,False,25,0.6600000262260437
1780424756617086816,2,0,23.175,15.749999,48.0375,199.0,3096.0,10.0,True,False,25,0.6600000262260437
1780424756717808973,2,0,26.2125,19.012499,50.512497,239.0,3136.0,42.0,True,False,25,1.0
1780424756819080170,2,0,30.149998,23.062498,53.999996,279.0,3175.0,78.0,True,False,25,1.0
1780424756919194372,2,0,33.75,26.775,57.262497,320.0,3215.0,115.0,True,False,25,1.0
1780424757019626702,0,0,36.337498,29.474998,59.624996,356.0,3250.0,148.0,True,False,25,1.0
