timestamp_ns,trajectory_id,point_index,q1,q2,q3,time_ms,vacuum,servo_angle
1780424822282563050,35,0,-15.145632,-15.145632,-15.145632,0,0,0
1780424822282563050,35,1,32.261375,44.131596,-1.968094,666,0,0
1780424822282563050,35,2,41.398407,52.564663,9.291577,953,0,0
1780424822282563050,35,3,51.046593,61.805206,20.228645,1237,0,0
1780424823865771638,36,0,51.046593,61.805206,20.228645,0,1,0
1780424823865771638,36,1,32.261375,44.131596,-1.968094,403,1,0
1780424823865771638,36,2,23.203724,36.079,-14.133863,702,1,0
1780424823865771638,36,3,32.261375,44.131596,-1.968094,1001,1,0
1780424824917235275,37,0,32.261375,44.131596,-1.968094,0,1,0
1780424824917235275,37,1,18.993805,5.1876593,49.66691,617,1,0
1780424824917235275,37,2,28.957624,16.015924,57.78852,899,1,0
1780424824917235275,37,3,39.098236,26.685015,66.85165,1179,1,0
1780424826146265665,38,0,39.098236,26.685015,66.85165,0,0,0
1780424826146265665,38,1,18.993805,5.1876593,49.66691,397,0,0
1780424826146265665,38,2,16.475561,2.3951843,47.7281,540,0,0
1780424826146265665,38,3,26.468834,13.343403,55.69112,824,0,0
1780424827021394827,39,0,26.468834,13.343403,55.69112,0,0,0
1780424827021394827,39,1,18.976185,18.976185,18.976185,519,0,0
1780424827021394827,39,2,-33.021183,-33.021183,-33.021183,1139,0,0
1780424827021394827,39,3,-15.145632,-15.145632,-15.145632,1501,0,0
