timestamp_ns,trajectory_id,point_index,q1,q2,q3,time_ms,vacuum,servo_angle
1780424598755589690,5,0,-15.145632,-15.145632,-15.145632,0,0,0
1780424598755589690,5,1,25.354446,46.557594,1.2033372,681,0,0
1780424598755589690,5,2,34.898537,54.822044,12.269065,966,0,0
1780424598755589690,5,3,44.771317,63.940918,23.075874,1248,0,0
1780424600374607880,6,0,44.771317,63.940918,23.075874,0,1,0
1780424600374607880,6,1,25.354446,46.557594,1.2033372,400,1,0
1780424600374607880,6,2,15.6938095,38.724537,-10.687536,696,1,0
1780424600374607880,6,3,25.354446,46.557594,1.2033372,992,1,0
1780424601413313328,7,0,25.354446,46.557594,1.2033372,0,1,0
1780424601413313328,7,1,25.354446,1.2033372,46.557594,577,1,0
1780424601413313328,7,2,34.898537,12.269065,54.822044,862,1,0
1780424601413313328,7,3,44.771317,23.075874,63.940918,1144,1,0
1780424602601019158,8,0,44.771317,23.075874,63.940918,0,0,0
1780424602601019158,8,1,25.354446,1.2033372,46.557594,400,0,0
1780424602601019158,8,2,22.966896,-1.6661824,44.57146,546,0,0
1780424602601019158,8,3,32.500195,9.546912,52.696114,833,0,0
1780424603479664794,9,0,32.500195,9.546912,52.696114,0,0,0
1780424603479664794,9,1,18.976185,18.976185,18.976185,497,0,0
1780424603479664794,9,2,-33.021183,-33.021183,-33.021183,1117,0,0
1780424603479664794,9,3,-15.145632,-15.145632,-15.145632,1479,0,0
