timestamp_ns,state,error_code,q1,q2,q3,encoder1,encoder2,encoder3,motors_enabled,vacuum_on,trajectory_id,trajectory_progress
1780425004516070611,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,64,1.0
1780425004616485512,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,64,1.0
1780425004715764045,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,64,1.0
1780425004816531687,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,64,1.0
1780425004916599361,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,64,1.0
1780425005016707408,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,64,1.0
1780425005117287724,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,64,1.0
1780425005217170501,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,64,1.0
1780425005316905984,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,64,1.0
1780425005418103024,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,64,1.0
1780425005517780426,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,64,1.0
1780425005617972765,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,64,1.0
1780425005717577302,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,64,1.0
1780425005818208474,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,64,1.0
1780425005917732062,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,64,1.0
1780425006018515468,0,0,-15.187499,-15.187499,-15.187499,3875.0,2751.0,3393.0,True,False,64,1.0
1780425006118345533,2,0,-11.1375,-10.0125,-12.374999,3913.0,2804.0,3420.0,True,False,65,0.33000001311302185
1780425006218622891,2,0,-5.0624995,-2.0249999,-8.325,3977.0,2894.0,3464.0,True,False,65,0.33000001311302185
1780425006319190338,2,0,1.0124999,6.075,-4.2749996,4043.0,2985.0,3511.0,True,False,65,0.33000001311302185
1780425006419122570,2,0,7.2,14.062499,-0.225,16.0,3074.0,3557.0,True,False,65,0.33000001311302185
1780425006520805618,2,0,13.275,22.05,3.8249998,83.0,3162.0,3603.0,True,False,65,0.33000001311302185
1780425006619995234,2,0,19.349998,30.037498,7.9874997,153.0,3248.0,3648.0,True,False,65,0.33000001311302185
1780425006720831592,2,0,23.175,34.087498,11.362499,195.0,3290.0,3686.0,True,False,65,0.6600000262260437
1780425006821293071,2,0,26.662498,37.2375,15.187499,236.0,3327.0,3730.0,True,False,65,0.6600000262260437
1780425006921182244,2,0,30.149998,40.499996,19.012499,277.0,3364.0,3774.0,True,False,65,0.6600000262260437
1780425007022976741,2,0,33.4125,43.649998,22.499998,317.0,3398.0,3815.0,True,False,65,1.0
1780425007123171513,2,0,37.012497,47.024998,26.2125,357.0,3434.0,3857.0,True,False,65,1.0
1780425007226011171,0,0,39.9375,49.837498,29.474998,396.0,3471.0,3899.0,True,False,65,1.0
1780425007323162400,0,0,39.9375,49.837498,29.474998,395.0,3471.0,3899.0,True,False,65,1.0
1780425007423343690,0,0,39.9375,49.837498,29.474998,395.0,3470.0,3899.0,True,False,65,1.0
1780425007523845349,0,0,39.9375,49.837498,29.474998,395.0,3469.0,3898.0,True,False,65,1.0
1780425007624047386,2,0,36.899998,46.9125,26.2125,363.0,3441.0,3865.0,True,False,66,0.33000001311302185
1780425007724877979,2,0,31.949999,42.3,20.925,306.0,3390.0,3802.0,True,False,66,0.33000001311302185
1780425007824773427,2,0,26.887499,37.6875,15.525,248.0,3341.0,3743.0,True,False,66,0.33000001311302185
1780425007925445860,2,0,21.937498,32.962498,10.237499,192.0,3289.0,3684.0,True,False,66,0.33000001311302185
1780425008024996088,2,0,18.3375,29.699999,6.1874995,152.0,3253.0,3640.0,True,False,66,0.6600000262260437
1780425008126323835,2,0,14.849999,26.55,2.25,113.0,3220.0,3595.0,True,False,66,0.6600000262260437
1780425008225628564,2,0,11.362499,23.512499,-1.6874999,73.0,3186.0,3549.0,True,False,66,0.6600000262260437
1780425008327318451,2,0,13.049999,25.0875,0.1125,83.0,3196.0,3562.0,True,False,66,1.0
1780425008427216068,2,0,16.537498,28.124998,4.0499997,121.0,3231.0,3606.0,True,False,66,1.0
