event,time_sec,x_joint_mm,y_joint_mm,z_joint_mm,x_encoder_mm,y_encoder_mm,z_encoder_mm,x_error_mm,y_error_mm,z_error_mm,euclidean_error_mm,q1_mae_deg,q2_mae_deg,q3_mae_deg,q1_rmse_deg,q2_rmse_deg,q3_rmse_deg,x_mae_mm,y_mae_mm,z_mae_mm,x_rmse_mm,y_rmse_mm,z_rmse_mm,euclidean_mae_mm,euclidean_rmse_mm
PICK,1.5137134,-40.00000132558206,3.363643675935204e-06,-319.9999999245336,-36.29852338112798,0.4084426804878759,-318.21505658967857,3.7014779444540835,0.4084393168442,1.7849433348550292,4.129622786341094,0.6276067024038456,0.5656439088942294,0.26509191394230697,0.9020659447479348,0.8243942678463763,0.40165925123816465,2.5097325627461515,0.5816795627142872,2.79332771346148,2.7783114640605993,0.6069293999046452,2.969767460561425,4.111760889234731,4.111799685977981
PLACE,3.534274547,40.00000132558206,3.363643675935204e-06,-319.9999999245336,41.31798850662028,-0.7549164449406986,-316.19828783246567,1.3179871810382195,-0.7549198085843746,3.8017120920679304,4.093898992128367,0.6276067024038456,0.5656439088942294,0.26509191394230697,0.9020659447479348,0.8243942678463763,0.40165925123816465,2.5097325627461515,0.5816795627142872,2.79332771346148,2.7783114640605993,0.6069293999046452,2.969767460561425,4.111760889234731,4.111799685977981
